x,y
399.99999999999994,49.99999999999999
399.4137589288793,52.24637464850044
398.83367951430154,54.4943482803139
398.25981807007884,56.743917258817774
397.6922388505235,58.99507947398812
397.1309891264129,61.24782805094262
396.57612620402665,63.50215821317246
396.02770788161666,65.75806482472667
395.48579245008676,68.01554238169425
394.9504397275548,70.2745852469999
394.4217081603224,72.53518695194445
393.8996560015337,74.79734048639138
393.38434349602505,77.06103879450633
392.87583337745315,79.3262748530375
392.37418703667686,81.5930407885366
391.8794654426639,83.86132809637756
391.39173083347373,86.13112800674
390.91104593875394,88.4024312993535
390.4374758028101,90.6752286707931
389.9710917224406,92.94951149668464
389.51194998753755,95.22526747084939
389.06011989221355,97.50248636393715
388.6156731450746,99.78115775885246
388.178667707562,102.06126793394225
387.74918483553006,104.3428070072948
387.32728083715097,106.62575970079222
386.91303481559606,108.91011434514837
386.5065132819346,111.1958562471774
386.10778403813043,113.48297030604098
385.716927280256,115.77144286322971
385.3340114214258,118.06125747916197
384.9591079390782,120.35239754484411
384.5922917603169,122.64484628440502
384.2336383475413,124.9385862390755
383.88322369296,127.2335992531516
383.54112431270136,129.5298664598376
383.20741724050976,131.82736826697555
382.8821800210173,134.1260843426666
382.56549070257824,136.42599360079126
382.2574278296577,138.72707418643523
381.9580704347606,141.02930346122838
381.6674980298921,143.33265798860467
381.3857996485625,145.63711460817686
381.1130506813808,147.94264754899035
380.8493298270803,150.24923059647682
380.5947335591093,152.5568385921216
380.3493318352627,154.86544245110193
380.11322046539357,157.17501493864495
379.8864740770335,159.48552562131835
379.6691925944076,161.7969455663137
379.4614498295697,164.1092423010295
379.26333811317636,166.42238408058347
379.0749510379094,168.73633812176067
378.89637009764704,171.05106956742713
378.72768582310835,173.3665432319237
378.56898913045126,175.68272282506112
378.42037130217096,177.9995709342626
378.2819239671942,180.31704900681714
378.15373908015965,182.6351173322637
378.0359088998709,184.9537350249295
377.9285259669102,187.27286000664478
377.83168308040337,189.59244898965662
377.74547327392474,191.91245745976806
377.6699897905319,194.23283965972567
377.60533695288535,196.55354885170874
377.5516011040163,198.87453644066764
377.50887516113113,201.19575277835384
377.47726977206577,203.51714712487097
377.45686323395836,205.83866688636334
377.44777048027703,208.16025848863512
377.4500720343758,210.48186671388106
377.4638790683709,212.80343498581706
377.48928224635756,215.12490527904174
377.52637750197164,217.4462181427673
377.5752679173872,219.76731250640023
377.636053971236,222.08812575981852
377.7088291037601,224.40859395360536
377.7936926102849,226.72865145815504
377.89074354388043,229.04823106349124
378.00008067013397,231.36726396814964
378.12180242080984,233.68567976898663
378.25600684640983,236.00340645195973
378.40279156765007,238.3203703839284
378.5622548817998,240.6364962227491
378.7345016303968,242.95170642322563
378.9196204922101,245.26592290829808
379.11770686580076,247.57906547320167
379.32886755884596,249.89105113114192
379.5531909543551,252.20179674172041
379.79077348801576,254.51121670865993
380.041714600806,256.8192232883989
380.306104078899,259.12572795274383
380.5840364958127,261.4306398666636
380.8756104314358,263.73386580892696
381.18090879590994,266.03531269223794
381.5000269531979,268.3348840162808
381.83306149556785,270.6324811118709
382.18009369115805,272.92800562059625
382.5412125678604,275.22135622928243
382.91650569970625,277.5124299268936
383.30605913554837,279.80112202350375
383.7099573273497,282.0873261714539
384.12828305816777,284.37093438873626
384.5611173699284,286.65183708463866
385.0085394910815,288.9299230876841
385.47062676424173,291.20507967589236
385.9474545739137,293.4771926093893
386.43909920317685,295.74614552078583
386.94563806542044,298.0118197838827
387.4671328357987,300.27409836778537
388.0036503218869,302.5328613045865
388.5552712425957,304.7879832831558
389.1220438322416,307.0393449422901
389.70403712372047,309.28681998730946
390.30130956699344,311.5302828593843
390.91391590295086,313.7696071484625
391.5419121012708,316.00466427512885
392.18535051390876,318.2353247925556
392.8442724222011,320.46146070310357
393.51873919952027,322.6829362307247
394.2087791099807,324.8996237566567
394.9144335419626,327.11139010289594
