x,y
-0.005882314038769097,-3.149992239570496
-0.022602466021233364,-3.149717561765414
-0.03932261800369764,-3.149442883960332
-0.052488338296410864,-3.1396387916864015
-0.06544323594162066,-3.129064954076406
-0.07853611113334176,-3.1186625756070416
-0.09176473138266075,-3.1084334675241143
-0.10512580324075398,-3.098378036722457
-0.11861502453480123,-3.0884952064346862
-0.13222715646443287,-3.07878236500044
-0.1459561112266314,-3.0692353440297304
-0.15979504997351732,-3.0598484255338882
-0.17373648540660575,-3.050614375820524
-0.18777238319829545,-3.041524502292212
-0.20189425668623906,-3.0325687278993554
-0.2160932498468929,-3.0237356769940473
-0.2303602043279826,-3.0150127657896224
-0.24468570719670216,-3.006386290577943
-0.2590601169315329,-2.9978415072746483
-0.2734735659548607,-2.9893626966958706
-0.28791593859970194,-2.980933211138503
-0.30237682378577074,-2.9725354992520163
-0.31684544183880275,-2.964151107771566
-0.3313105448435918,-2.9557606603661553
-0.34576028972352457,-2.947343815603597
-0.3601820829586733,-2.9388792078351775
-0.3745623955828615,-2.930344376670809
-0.3888865469504671,-2.9217156926812677
-0.4031384558716106,-2.912968289064561
-0.41730035824126716,-2.9040760112753947
-0.4313524914239834,-2.895011399036668
-0.4452727476202846,-2.8857457176705914
-0.45903630147336916,-2.876249058157565
-0.4726152215153861,-2.866490527482326
-0.4859780809000688,-2.8564385522245894
-0.49908959030968775,-2.846061318363919
-0.51191028482938,-2.835327368054278
-0.5243963064646765,-2.8242063686628516
-0.5364993338351562,-2.812670059570898
-0.5481667187449266,-2.8006933671654566
-0.5593418934269616,-2.7882556576848927
-0.5699273702834707,-2.7753124654146224
-0.5798505533814542,-2.761855801424726
-0.5890809883108288,-2.7479164264203133
-0.5975590178616993,-2.733507819324644
-0.6052297736365368,-2.7186534232427726
-0.6120456042498373,-2.70338635005489
-0.6178651266241411,-2.687712427648696
-0.6227477843742468,-2.671723197465642
-0.626703271728319,-2.655480620524211
-0.6297373650293259,-2.639040973762275
-0.6318690990342648,-2.6224595032982743
-0.6331297278344354,-2.6057881591465666
-0.6335611591631002,-2.5890737158614288
-0.6332140349275888,-2.572356389817406
-0.6321456413108131,-2.5556689987025383
-0.6304178180092641,-2.5390366494684327
-0.6280950065310511,-2.522476894783728
-0.6252425415138566,-2.5060002675148922
-0.6219252549680699,-2.4896110865509113
-0.6182064368057183,-2.4733084218631682
-0.6141471787437689,-2.4570871081524004
-0.6098061231447965,-2.4409387019280917
-0.6052396426841393,-2.4248522853908545
-0.6005024896917435,-2.4088150331191054
-0.5956489751209452,-2.392812477235912
-0.5907355395128575,-2.376828201189169
-0.5858417169248377,-2.36083790994336
-0.581044090228767,-2.3448185657209724
-0.5764208931135066,-2.328748321318315
-0.5720654266785671,-2.3126040791919955
-0.5680929236513775,-2.2963623106741813
-0.5646492034240979,-2.280001602925998
-0.5619209831946841,-2.2635084652268525
-0.5601466582520873,-2.246888667561958
-0.5596239626411339,-2.2301868724266387
-0.5607065600208005,-2.2135162245129743
-0.5637761896192744,-2.197094108796818
-0.5696534540949443,-2.1814669898806582
-0.578073847500785,-2.1670658991310403
-0.5888605079228351,-2.1543280842922403
-0.6018415095889594,-2.1438225906064856
-0.6161520820190941,-2.1352135435112665
-0.6313421165321835,-2.1282626759061114
-0.6471033344360183,-2.1227125756277543
-0.663226282970692,-2.118309067725419
-0.6795760747677051,-2.114829622219678
-0.6960683865545142,-2.1120916899119155
-0.7126511325484481,-2.1099508976072867
-0.7292949846710761,-2.1083319112783157
-0.7459799837798273,-2.1072223683130376
-0.7626817169525896,-2.1064214659610547
-0.7793945915248978,-2.1058769919664835
-0.7961151857150396,-2.105630699169385
-0.8128370569602221,-2.10560596337
-0.8295588619995022,-2.1057105613368723
-0.8462788373526892,-2.1059957882678013
-0.8629964388977204,-2.106388854295845
-0.8797126519338186,-2.106843584522913
-0.8964260409153401,-2.1073927283707947
-0.9131390695225502,-2.107952577028877
-0.9298515500805238,-2.1085287053241926
-0.9465652757687018,-2.1090670203470534
-0.9632796955204983,-2.1095827121188275
-0.9799976839942025,-2.1099671488579697
-0.9967172010190329,-2.1102547347865492
-1.013438994803628,-2.1103980625186516
-1.0301602196045,-2.1102690167817735
-1.046879060434078,-2.1099750865376334
-1.06358676664215,-2.109274027711238
-1.080270363724034,-2.1081782013363455
-1.0969273831680815,-2.1067277437191914
-1.1135123756812306,-2.104588362137495
-1.1299817670357064,-2.101723873356339
-1.1462989172316074,-2.098113459759648
-1.16238458478443,-2.0935752388173716
-1.1781074323230845,-2.087882633039938
-1.1931843302734473,-2.080648956353241
-1.2074051409713262,-2.0718664511648335
-1.220438246798998,-2.061410088199284
-1.2319181204980945,-2.0492681945123348
-1.2415071418702321,-2.0355792247482403
-1.2490018185233476,-2.020639296700298
-1.2545555160870052,-2.004875499510429
-1.2583742460721903,-1.9886015884548904
-1.26072255019409,-1.9720475670254944
-1.2618337029822044,-1.9553621161866714
-1.2619099611931337,-1.9386409032819663
-1.2612434783705897,-1.9219346290290669
-1.260009979441412,-1.9052605058778027
-1.2583468501073098,-1.8886226407292916
-1.2563622952641522,-1.8720189579523898
-1.2541440670995991,-1.8554443350577885
-1.2517532136372342,-1.8388937232885876
-1.2493189051807163,-1.822349465408561
-1.246893643933709,-1.8058038754170123
-1.2445263111220224,-1.7892499886161335
-1.2422656392452727,-1.7726811710953265
-1.2401946607704548,-1.7560874982538441
-1.2383541855116873,-1.739466918533295
-1.236770095584929,-1.7228203374214903
-1.2354828535811486,-1.7061485007627728
-1.234533603767177,-1.6894542279807123
-1.2339640007887505,-1.672742834697523
-1.2338165530126013,-1.656022513153556
-1.234135430217711,-1.6393047597298498
-1.2349675180241444,-1.6226049564407283
-1.2363634068381946,-1.605943183433222
-1.2383779869519893,-1.589345280098621
-1.2410703667510454,-1.5728441001066904
-1.2445029139466968,-1.5564808314417566
-1.248740707316283,-1.5403065913910958
-1.2539823541688782,-1.524430108707977
-1.2601670646774903,-1.5088991792792952
-1.2673362565577941,-1.4937983314744814
-1.275515229003686,-1.47921798784482
-1.2848760153498464,-1.4653674526053506
-1.295231642246775,-1.45224699487125
-1.3065262726152984,-1.4399255588781883
-1.318693809437202,-1.4284616563135377
-1.3317329509636433,-1.41799864112274
-1.3454587588979925,-1.4084562156710507
-1.3597620317917807,-1.3998046128946593
-1.3745529233797424,-1.3920155941276686
-1.389747820617167,-1.3850462772199976
-1.405271696669496,-1.3788426034852617
-1.4210594150142213,-1.3733429701161677
-1.4370561125138785,-1.3684817827885918
-1.4532168414876758,-1.3641927697148928
-1.4695056669509508,-1.3604119636241632
-1.4859098568453557,-1.3571651984460813
-1.5023910949828554,-1.3543419788677915
-1.5189256974536731,-1.3518528381224235
-1.5355016689102456,-1.3496506655011782
-1.5521141422903137,-1.3477363357464525
-1.5687552262028266,-1.346092288321269
-1.5854103037725666,-1.3445977992366465
-1.602076893845721,-1.3432330033578361
-1.6187551677184528,-1.3420188736944672
-1.635436640210447,-1.3408501355916118
-1.6521203151818278,-1.339712631371366
-1.6688036225415177,-1.338569746532278
-1.685482692838644,-1.3373674360940615
-1.7021568914339915,-1.3361004493097177
-1.7188190159366703,-1.3346818100777256
-1.7354625442482046,-1.333064313640832
-1.7520863467196155,-1.3312591197176311
-1.768680237902488,-1.3291898914498266
-1.7852142253143755,-1.3266905865100347
-1.8016860297643489,-1.323821175538581
-1.8180752005096983,-1.3205139824176948
-1.8343519704596265,-1.316681615722507
-1.8504280959620665,-1.3120775828117734
-1.8662625887372746,-1.3067118207148631
-1.8817758183454314,-1.300487113453115
-1.8968531373995263,-1.2932769856097874
-1.911346976879195,-1.2849606909224691
-1.925078151950615,-1.275440593113219
-1.9378455805049737,-1.2646624461815699
-1.9494461624459118,-1.2526334802832482
-1.9596065240375096,-1.2393645211053357
-1.9682055004081973,-1.2250360974771355
-1.9752991703411422,-1.2099084398814985
-1.9809422755350854,-1.1941808949058952
-1.9852457285887943,-1.1780323581005219
-1.9883543681720155,-1.161608687815331
-1.9904264207333882,-1.1450197199570997
-1.9916182014637738,-1.128342642972771
-1.9920746802104992,-1.1116282884997304
-1.9919248900843518,-1.0949078843271094
-1.9912806663883336,-1.0781989723270144
-1.9902373609625834,-1.061510038377126
-1.9888755506575637,-1.0448438708454209
-1.9872631188956216,-1.0281998616598687
-1.9854573582191881,-1.0115755081285553
-1.9835069169602095,-0.9949673483297392
-1.9814535174584043,-0.9783715149720291
-1.9793326460596539,-0.9617841452370994
-1.9771813357548504,-0.9452006965639077
-1.9750392742943905,-0.9286160507651022
-1.9729320533419155,-0.912026962082614
-1.9708835813082823,-0.8954305573408314
-1.968916746576009,-0.8788243035830328
-1.967053972679867,-0.8622059974927345
-1.9653459353859692,-0.8455710481746284
-1.9638026494309493,-0.8289201472611047
-1.9624400574228222,-0.8122536770024609
-1.9612808660340944,-0.795571983355519
-1.960348979249604,-0.7788761251723351
-1.9596696723621474,-0.7621680413177412
-1.959269714726398,-0.745450757424972
-1.9591774378739175,-0.7287286301923759
-1.9594535512021325,-0.7120085018542541
-1.9600972929910074,-0.6952988282398112
-1.9611371269197704,-0.6786094420868154
-1.962605199715508,-0.661952533338173
-1.9645347364741377,-0.6453429692857493
-1.96695973638533,-0.6287986263368199
-1.969914583833811,-0.6123407061620201
-1.9734335670933383,-0.5959940182918451
-1.9775502968068444,-0.5797872068012544
-1.9823406929887812,-0.5637667669794251
-1.9878183364898099,-0.5479690006008173
-1.9939957575034066,-0.5324326066124168
-2.000894344884421,-0.5172034195546806
-2.0085297019549393,-0.5023299223650164
-2.016910583814816,-0.4878622237402843
-2.026150080062054,-0.4739275222801851
-2.0361376981861876,-0.4605203585990556
-2.046842662637865,-0.4476787340320003
-2.05826217578752,-0.4354674137891519
-2.0704154486244972,-0.4239856557841266
-2.0831571881861817,-0.4131614780912365
-2.0964344525579635,-0.40299951047015137
-2.110264378242456,-0.393602905718323
-2.124506802491322,-0.3848446032659143
-2.1390996212887488,-0.3766823501861447
-2.154013035275809,-0.36912073768509446
-2.1691889796762216,-0.3620999317966107
-2.184560124815277,-0.3555171888449289
-2.2000894316203206,-0.34931566170469974
-2.2157542247678594,-0.34346405755780074
-2.2315148334035952,-0.3378752544436394
-2.2473401504801176,-0.3324721612785333
-2.2632082800777096,-0.32719584750230934
-2.279099285355977,-0.3219886801718448
-2.294991666727667,-0.3167857082239891
-2.310865539559273,-0.3115266537787793
-2.3267031785972327,-0.306159647394876
-2.342486588812997,-0.30063530589400367
-2.3581892234043216,-0.29488566970086527
-2.3737897009490703,-0.2888648223922923
-2.389272589610801,-0.2825482990553021
-2.404616927712044,-0.275902458543122
-2.4198013280729116,-0.2688984847380498
-2.434773375841944,-0.26145166485129145
-2.4495370078908363,-0.2536006704570424
-2.464072488874828,-0.2453352138221403
-2.478361216419562,-0.23664976035506768
-2.492364433740212,-0.22751103164257813
-2.506066165800935,-0.21792637513593727
-2.5194751052846933,-0.2079366279846635
-2.5325823931199887,-0.1975540810937546
-2.5453816460046883,-0.18679341595685361
-2.557825693596298,-0.17562379362369818
-2.56995254075347,-0.16411096593194774
-2.5817665518152833,-0.15227742266566224
-2.593270242841005,-0.14014172612346254
-2.604461190501292,-0.12771666088783284
-2.615315008660128,-0.11499594865353036
-2.625877515321349,-0.10203256207112243
-2.6361579756191476,-0.08884435256690848
-2.6461674496783374,-0.07544908376601889
-2.6559019921734324,-0.061852561064223543
-2.6639853588392954,-0.04745145246451665
-2.6656675876248053,-0.030951903922036283
-2.665325561710673,-0.014233214138140493
-2.6647658548148208,0.002479660359331337
-2.6639657965879042,0.019182716674914335
-2.662957176607722,0.035874534704810834
-2.6499548633763292,0.01838507052593488
-2.635204819445559,0.010506293066604286
-2.6304693629055804,0.020977958480803353
-2.6289398088313156,0.03763014346695717
-2.6271759521965103,0.0542591447548461
-2.615979608276459,0.06557688936729207
-2.602374749488953,0.075299061642567
-2.5884752617272593,0.08459467079658356
-2.5742968638325077,0.09345826112307613
-2.5598472096848215,0.10187186549911671
-2.545137262282332,0.10982133634899242
-2.530181009649014,0.11729702352738687
-2.5149950274679402,0.12429432685080445
-2.499597912091902,0.13081407378962245
-2.4840096225661474,0.13686268348242261
-2.4682507816417187,0.14245209514551613
-2.4523419911877737,0.14759946045911287
-2.436303215544204,0.1523266229843128
-2.42015327711095,0.15665942997534013
-2.403909493187316,0.16062694008587622
-2.3875874642962107,0.16426060209529939
-2.3712010052060988,0.16759348362424925
-2.354762193921699,0.1706596247532875
-2.3382778443717758,0.17347123463540992
-2.3217614137387272,0.17608694763414917
-2.305222750445153,0.17855800706761074
-2.2886685787304373,0.1809234583693296
-2.2721049987758715,0.18322262390478009
-2.255537799925403,0.18549568709035308
-2.2389727794930754,0.18778449886045215
-2.2224183360067324,0.190148675476271
-2.2058835680298996,0.1926463374384769
-2.1893770548097673,0.19532302564576004
-2.172910508232153,0.19823351966630343
-2.156499059317384,0.2014379916921004
-2.1401625135442033,0.20500274912599376
-2.1239269465656694,0.20900064139363703
-2.107826653543094,0.2135109877328812
-2.0919064152607283,0.21861885707641654
